Date,Time,date_time,air_temp,relative_humidity,wind_speed,wind_gust,wind_direction
,,,Fahrenheit,%,Miles/hour,Miles/hour,Degrees
12/31/17,15:54,12/31/17-15:54,62.01,69,0,,
12/31/17,15:44,12/31/17-15:44,62.01,67,0,,
12/31/17,15:34,12/31/17-15:34,62.01,67,0,,
12/31/17,15:24,12/31/17-15:24,62.01,65,0,,
12/31/17,15:14,12/31/17-15:14,63,64,0,,
12/31/17,15:04,12/31/17-15:04,62.01,65,0,,
12/31/17,14:54,12/31/17-14:54,62.01,68,0,,
12/31/17,14:44,12/31/17-14:44,63,66,0,,
12/31/17,14:34,12/31/17-14:34,64,65,0,,
12/31/17,14:24,12/31/17-14:24,64,64,0,,
12/31/17,14:14,12/31/17-14:14,64,63,0,,
12/31/17,14:04,12/31/17-14:04,64,63,0,,
12/31/17,13:54,12/31/17-13:54,64,62,0,,
12/31/17,13:44,12/31/17-13:44,64,63,0,,
12/31/17,13:34,12/31/17-13:34,63,65,0,,
12/31/17,13:24,12/31/17-13:24,63,65,0,,
12/31/17,13:14,12/31/17-13:14,64,65,0,,
12/31/17,13:04,12/31/17-13:04,63,64,0,,
12/31/17,12:54,12/31/17-12:54,64,63,0,,
12/31/17,12:44,12/31/17-12:44,64,62,0,,
12/31/17,12:34,12/31/17-12:34,64,61,0,,
12/31/17,12:24,12/31/17-12:24,64.99,61,0,,
12/31/17,12:14,12/31/17-12:14,64,62,0,,
12/31/17,12:04,12/31/17-12:04,64,62,0,,
12/31/17,11:54,12/31/17-11:54,64,64,0,,
12/31/17,11:44,12/31/17-11:44,63,65,0,,
12/31/17,11:34,12/31/17-11:34,63,64,0,,
12/31/17,11:24,12/31/17-11:24,62.01,67,0,,
12/31/17,11:14,12/31/17-11:14,62.01,65,0,,
12/31/17,11:04,12/31/17-11:04,61,65,0,,
12/31/17,10:54,12/31/17-10:54,61,67,0,,
12/31/17,10:44,12/31/17-10:44,60.01,69,0,,
12/31/17,10:34,12/31/17-10:34,60.01,70,0,,
12/31/17,10:24,12/31/17-10:24,60.01,72,0,,
12/31/17,10:14,12/31/17-10:14,59,73,0,,
12/31/17,10:04,12/31/17-10:04,59,76,0,,
12/31/17,09:54,12/31/17-09:54,57.99,78,0,,
12/31/17,09:44,12/31/17-09:44,57,80,0,,
12/31/17,09:34,12/31/17-09:34,55.99,82,0,,
12/31/17,09:24,12/31/17-09:24,55,83,0,,
12/31/17,09:14,12/31/17-09:14,54,84,0,,
12/31/17,09:04,12/31/17-09:04,54,85,0,,
12/31/17,08:54,12/31/17-08:54,53.01,86,0,,
12/31/17,08:44,12/31/17-08:44,52,86,0,,
12/31/17,08:34,12/31/17-08:34,52,86,0,,
12/31/17,08:24,12/31/17-08:24,51.01,86,0,,
12/31/17,08:14,12/31/17-08:14,51.01,85,0,,
12/31/17,08:04,12/31/17-08:04,51.01,86,0,,
12/31/17,07:54,12/31/17-07:54,51.01,86,0,,
12/31/17,07:44,12/31/17-07:44,51.01,86,0,,
12/31/17,07:34,12/31/17-07:34,50,85,0,,
12/31/17,07:24,12/31/17-07:24,50,85,0,,
12/31/17,07:14,12/31/17-07:14,50,85,0,,
12/31/17,07:04,12/31/17-07:04,50,85,0,,
12/31/17,06:54,12/31/17-06:54,51.01,85,0,,
12/31/17,06:44,12/31/17-06:44,51.01,85,0,,
12/31/17,06:34,12/31/17-06:34,51.01,85,0,,
12/31/17,06:24,12/31/17-06:24,51.01,85,0,,
12/31/17,06:14,12/31/17-06:14,51.01,85,0,,
12/31/17,06:04,12/31/17-06:04,51.01,84,0,,
12/31/17,05:54,12/31/17-05:54,51.01,84,0,,
12/31/17,05:44,12/31/17-05:44,51.01,84,0,,
12/31/17,05:34,12/31/17-05:34,51.01,83,0,,
12/31/17,05:24,12/31/17-05:24,51.01,83,0,,
12/31/17,05:14,12/31/17-05:14,51.01,83,0,,
12/31/17,05:04,12/31/17-05:04,51.01,83,0,,
12/31/17,04:54,12/31/17-04:54,51.01,83,0,,
12/31/17,04:44,12/31/17-04:44,51.01,84,0,,
12/31/17,04:34,12/31/17-04:34,51.01,85,0,,
12/31/17,04:24,12/31/17-04:24,51.01,85,0,,
12/31/17,04:14,12/31/17-04:14,51.01,86,0,,
12/31/17,04:04,12/31/17-04:04,51.01,86,0,,
12/31/17,03:54,12/31/17-03:54,51.01,86,0,,
12/31/17,03:44,12/31/17-03:44,51.01,86,0,,
12/31/17,03:34,12/31/17-03:34,51.01,86,0,,
12/31/17,03:24,12/31/17-03:24,51.01,87,0,,
12/31/17,03:14,12/31/17-03:14,50,86,0,,
12/31/17,03:04,12/31/17-03:04,50,86,0,,
12/31/17,02:54,12/31/17-02:54,50,87,0,,
12/31/17,02:44,12/31/17-02:44,50,87,0,,
12/31/17,02:34,12/31/17-02:34,50,87,0,,
12/31/17,02:24,12/31/17-02:24,50,88,0,,
12/31/17,02:14,12/31/17-02:14,50,88,0,,
12/31/17,02:04,12/31/17-02:04,48.99,88,0,,
12/31/17,01:54,12/31/17-01:54,48.99,88,0,,
12/31/17,01:44,12/31/17-01:44,48,88,0,,
12/31/17,01:34,12/31/17-01:34,48,89,0,,
12/31/17,01:24,12/31/17-01:24,48,89,0,,
12/31/17,01:14,12/31/17-01:14,48,89,0,,
12/31/17,01:04,12/31/17-01:04,48,89,0,,
12/31/17,00:54,12/31/17-00:54,48,89,0,,
12/31/17,00:44,12/31/17-00:44,48,89,0,,
12/31/17,00:34,12/31/17-00:34,48,89,0,,
12/31/17,00:24,12/31/17-00:24,48,89,0,,
12/31/17,00:14,12/31/17-00:14,48,89,0,,
12/31/17,00:04,12/31/17-00:04,48,89,0,,
12/30/17,23:54,12/30/17-23:54,48.99,89,0,,
12/30/17,23:44,12/30/17-23:44,48.99,89,0,,
12/30/17,23:34,12/30/17-23:34,48.99,89,0,,
12/30/17,23:24,12/30/17-23:24,48.99,89,0,,
12/30/17,23:14,12/30/17-23:14,48.99,89,0,,
12/30/17,23:04,12/30/17-23:04,48.99,89,0,,
12/30/17,22:54,12/30/17-22:54,48.99,89,0,,
12/30/17,22:44,12/30/17-22:44,48.99,89,0,,
12/30/17,22:34,12/30/17-22:34,50,89,0,,
12/30/17,22:24,12/30/17-22:24,50,89,0,,
12/30/17,22:14,12/30/17-22:14,50,88,0,,
12/30/17,22:04,12/30/17-22:04,50,88,0,,
12/30/17,21:54,12/30/17-21:54,51.01,88,0,,
12/30/17,21:44,12/30/17-21:44,52,88,0,,
12/30/17,21:34,12/30/17-21:34,51.01,88,0,,
12/30/17,21:24,12/30/17-21:24,52,88,0,,
12/30/17,21:14,12/30/17-21:14,52,88,0,,
12/30/17,21:04,12/30/17-21:04,52,88,0,,
12/30/17,20:54,12/30/17-20:54,52,88,0,,
12/30/17,20:44,12/30/17-20:44,53.01,87,0,,
12/30/17,20:34,12/30/17-20:34,53.01,87,0,,
12/30/17,20:24,12/30/17-20:24,53.01,87,0,,
12/30/17,20:14,12/30/17-20:14,53.01,86,0,,
12/30/17,20:04,12/30/17-20:04,53.01,86,0,,
12/30/17,19:54,12/30/17-19:54,54,86,0,,
12/30/17,19:44,12/30/17-19:44,54,87,0,,
12/30/17,19:34,12/30/17-19:34,53.01,86,0,,
12/30/17,19:24,12/30/17-19:24,53.01,86,0,,
12/30/17,19:14,12/30/17-19:14,53.01,86,0,,
12/30/17,19:04,12/30/17-19:04,53.01,86,0,,
12/30/17,18:54,12/30/17-18:54,54,85,0,,
12/30/17,18:44,12/30/17-18:44,54,85,0,,
12/30/17,18:34,12/30/17-18:34,54,84,0,,
12/30/17,18:24,12/30/17-18:24,54,84,0,,
12/30/17,18:14,12/30/17-18:14,55,84,0,,
12/30/17,18:04,12/30/17-18:04,55,84,0,,
12/30/17,17:54,12/30/17-17:54,55,84,0,,
12/30/17,17:44,12/30/17-17:44,55.99,83,0,,
12/30/17,17:34,12/30/17-17:34,55.99,83,0,,
12/30/17,17:24,12/30/17-17:24,55.99,83,0,,
12/30/17,17:14,12/30/17-17:14,55.99,82,0,,
12/30/17,17:04,12/30/17-17:04,55.99,82,0,,
12/30/17,16:54,12/30/17-16:54,57,82,0,,
12/30/17,16:44,12/30/17-16:44,57,82,0,,
12/30/17,16:34,12/30/17-16:34,57,81,0,,
12/30/17,16:24,12/30/17-16:24,57,81,0,,
12/30/17,16:14,12/30/17-16:14,57.99,82,0,,
12/30/17,16:04,12/30/17-16:04,57,82,0,,
12/30/17,15:54,12/30/17-15:54,57,81,0,,
12/30/17,15:44,12/30/17-15:44,57,80,0,,
12/30/17,15:34,12/30/17-15:34,57.99,79,0,,
12/30/17,15:24,12/30/17-15:24,57.99,77,0,,
12/30/17,15:14,12/30/17-15:14,60.01,74,0,,
12/30/17,15:04,12/30/17-15:04,61,71,0,,
12/30/17,14:54,12/30/17-14:54,63,66,0,,
12/30/17,14:44,12/30/17-14:44,64,64,0,,
12/30/17,14:34,12/30/17-14:34,64,62,0,,
12/30/17,14:24,12/30/17-14:24,64.99,60,0,,
12/30/17,14:14,12/30/17-14:14,66,58,0,,
12/30/17,14:04,12/30/17-14:04,66.99,56,0,,
12/30/17,13:54,12/30/17-13:54,66.99,54,0,,
12/30/17,13:44,12/30/17-13:44,66.99,54,0,,
12/30/17,13:34,12/30/17-13:34,66.99,52,0,,
12/30/17,13:24,12/30/17-13:24,66.99,53,0,,
12/30/17,13:14,12/30/17-13:14,66.99,52,0,,
12/30/17,13:04,12/30/17-13:04,66.99,51,0,,
12/30/17,12:54,12/30/17-12:54,69.01,47,0,,
12/30/17,12:44,12/30/17-12:44,69.01,45,0,,
12/30/17,12:34,12/30/17-12:34,68,45,0,,
12/30/17,12:24,12/30/17-12:24,68,44,0,,
12/30/17,12:14,12/30/17-12:14,68,45,0,,
12/30/17,12:04,12/30/17-12:04,69.01,44,0,,
12/30/17,11:54,12/30/17-11:54,69.01,40,0,,
12/30/17,11:44,12/30/17-11:44,69.01,38,0,,
12/30/17,11:34,12/30/17-11:34,69.01,35,0,,
12/30/17,11:24,12/30/17-11:24,68,35,0,,
12/30/17,11:14,12/30/17-11:14,68,39,0,,
12/30/17,11:04,12/30/17-11:04,66.99,40,0,,
12/30/17,10:54,12/30/17-10:54,66.99,43,0,,
12/30/17,10:44,12/30/17-10:44,66,45,0,,
12/30/17,10:34,12/30/17-10:34,64.99,46,0,,
12/30/17,10:24,12/30/17-10:24,64.99,48,0,,
12/30/17,10:14,12/30/17-10:14,64.99,50,0,,
12/30/17,10:04,12/30/17-10:04,64.99,42,0,,
12/30/17,09:54,12/30/17-09:54,64,35,0,,
12/30/17,09:44,12/30/17-09:44,62.01,32,0,,
12/30/17,09:34,12/30/17-09:34,62.01,32,0,,
12/30/17,09:24,12/30/17-09:24,61,32,0,,
12/30/17,09:14,12/30/17-09:14,59,35,0,,
12/30/17,09:04,12/30/17-09:04,57,38,0,,
12/30/17,08:54,12/30/17-08:54,55,41,0,,
12/30/17,08:44,12/30/17-08:44,52,45,0,,
12/30/17,08:34,12/30/17-08:34,50,48,0,,
12/30/17,08:24,12/30/17-08:24,48,49,0,,
12/30/17,08:14,12/30/17-08:14,46.99,52,0,,
12/30/17,08:04,12/30/17-08:04,46,50,0,,
12/30/17,07:54,12/30/17-07:54,45,49,0,,
12/30/17,07:44,12/30/17-07:44,45,50,0,,
12/30/17,07:34,12/30/17-07:34,44.01,52,0,,
12/30/17,07:24,12/30/17-07:24,44.01,55,0,,
12/30/17,07:14,12/30/17-07:14,44.01,57,0,,
12/30/17,07:04,12/30/17-07:04,43,58,0,,
12/30/17,06:54,12/30/17-06:54,43,58,0,,
12/30/17,06:44,12/30/17-06:44,44.01,57,0,,
12/30/17,06:34,12/30/17-06:34,44.01,58,0,,
12/30/17,06:24,12/30/17-06:24,44.01,57,0,,
12/30/17,06:14,12/30/17-06:14,44.01,57,0,,
12/30/17,06:04,12/30/17-06:04,44.01,56,0,,
12/30/17,05:54,12/30/17-05:54,44.01,56,0,,
12/30/17,05:44,12/30/17-05:44,45,56,0,,
12/30/17,05:34,12/30/17-05:34,45,54,0,,
12/30/17,05:24,12/30/17-05:24,45,54,0,,
12/30/17,05:14,12/30/17-05:14,45,54,0,,
12/30/17,05:04,12/30/17-05:04,45,53,0,,
12/30/17,04:54,12/30/17-04:54,45,55,0,,
12/30/17,04:44,12/30/17-04:44,44.01,54,0,,
12/30/17,04:34,12/30/17-04:34,44.01,57,0,,
12/30/17,04:24,12/30/17-04:24,44.01,55,0,,
12/30/17,04:14,12/30/17-04:14,45,54,0,,
12/30/17,04:04,12/30/17-04:04,46,52,0,,
12/30/17,03:54,12/30/17-03:54,46.99,49,0,,
12/30/17,03:44,12/30/17-03:44,48,45,0,,
12/30/17,03:34,12/30/17-03:34,48,46,0,,
12/30/17,03:24,12/30/17-03:24,48,46,0,,
12/30/17,03:14,12/30/17-03:14,48,46,0,,
12/30/17,03:04,12/30/17-03:04,48,47,0,,
12/30/17,02:54,12/30/17-02:54,48.99,47,0,,
12/30/17,02:44,12/30/17-02:44,48,48,0,,
12/30/17,02:34,12/30/17-02:34,46.99,52,0,,
12/30/17,02:24,12/30/17-02:24,46.99,56,0,,
12/30/17,02:14,12/30/17-02:14,46.99,57,0,,
12/30/17,02:04,12/30/17-02:04,46.99,59,0,,
12/30/17,01:54,12/30/17-01:54,46,62,0,,
12/30/17,01:44,12/30/17-01:44,46,63,0,,
12/30/17,01:34,12/30/17-01:34,46,62,0,,
12/30/17,01:24,12/30/17-01:24,46,61,0,,
12/30/17,01:14,12/30/17-01:14,46.99,60,0,,
12/30/17,01:04,12/30/17-01:04,48,60,0,,
12/30/17,00:54,12/30/17-00:54,48.99,58,0,,
12/30/17,00:44,12/30/17-00:44,50,55,0,,
12/30/17,00:34,12/30/17-00:34,52,50,0,,
12/30/17,00:24,12/30/17-00:24,53.01,43,0,,
12/30/17,00:14,12/30/17-00:14,53.01,44,0,,
12/30/17,00:04,12/30/17-00:04,53.01,43,0,,
12/29/17,23:54,12/29/17-23:54,54,41,0,,
12/29/17,23:44,12/29/17-23:44,53.01,42,0,,
12/29/17,23:34,12/29/17-23:34,52,47,0,,
12/29/17,23:24,12/29/17-23:24,50,53,0,,
12/29/17,23:14,12/29/17-23:14,50,56,0,,
12/29/17,23:04,12/29/17-23:04,51.01,53,0,,
12/29/17,22:54,12/29/17-22:54,52,54,0,,
12/29/17,22:44,12/29/17-22:44,52,55,0,,
12/29/17,22:34,12/29/17-22:34,52,55,0,,
12/29/17,22:24,12/29/17-22:24,53.01,55,0,,
12/29/17,22:14,12/29/17-22:14,53.01,55,0,,
12/29/17,22:04,12/29/17-22:04,53.01,54,0,,
12/29/17,21:54,12/29/17-21:54,54,54,0,,
12/29/17,21:44,12/29/17-21:44,54,53,0,,
12/29/17,21:34,12/29/17-21:34,54,53,0,,
12/29/17,21:24,12/29/17-21:24,55,53,0,,
12/29/17,21:14,12/29/17-21:14,55,53,0,,
12/29/17,21:04,12/29/17-21:04,55,55,0,,
12/29/17,20:54,12/29/17-20:54,55,56,0,,
12/29/17,20:44,12/29/17-20:44,55,57,0,,
12/29/17,20:34,12/29/17-20:34,55,57,0,,
12/29/17,20:24,12/29/17-20:24,55,56,0,,
12/29/17,20:14,12/29/17-20:14,55,56,0,,
12/29/17,20:04,12/29/17-20:04,55,56,0,,
12/29/17,19:54,12/29/17-19:54,55,56,0,,
12/29/17,19:44,12/29/17-19:44,55.99,56,0,,
12/29/17,19:34,12/29/17-19:34,55.99,55,0,,
12/29/17,19:24,12/29/17-19:24,57,54,0,,
12/29/17,19:14,12/29/17-19:14,57.99,53,0,,
12/29/17,19:04,12/29/17-19:04,57.99,53,0,,
12/29/17,18:54,12/29/17-18:54,59,52,0,,
12/29/17,18:44,12/29/17-18:44,59,54,0,,
12/29/17,18:34,12/29/17-18:34,60.01,55,0,,
12/29/17,18:24,12/29/17-18:24,60.01,55,0,,
12/29/17,18:14,12/29/17-18:14,60.01,53,0,,
12/29/17,18:04,12/29/17-18:04,60.01,53,0,,
12/29/17,17:54,12/29/17-17:54,60.01,52,0,,
12/29/17,17:44,12/29/17-17:44,61,51,0,,
12/29/17,17:34,12/29/17-17:34,62.01,51,0,,
12/29/17,17:24,12/29/17-17:24,62.01,51,0,,
12/29/17,17:14,12/29/17-17:14,64,49,0,,
12/29/17,17:04,12/29/17-17:04,64.99,47,0,,
12/29/17,16:54,12/29/17-16:54,66.99,44,0,,
12/29/17,16:44,12/29/17-16:44,68,42,0,,
12/29/17,16:34,12/29/17-16:34,69.01,40,0,,
12/29/17,16:24,12/29/17-16:24,70,34,0,,
12/29/17,16:14,12/29/17-16:14,70,27,0,,
12/29/17,16:04,12/29/17-16:04,71.01,27,0,,
12/29/17,15:54,12/29/17-15:54,71.01,27,0,,
12/29/17,15:44,12/29/17-15:44,72,28,0,,
12/29/17,15:34,12/29/17-15:34,73,28,0,,
12/29/17,15:24,12/29/17-15:24,73.99,30,0,,
12/29/17,15:14,12/29/17-15:14,73,31,0,,
12/29/17,15:04,12/29/17-15:04,73,31,0,,
12/29/17,14:54,12/29/17-14:54,73,31,0,,
12/29/17,14:44,12/29/17-14:44,73,32,0,,
12/29/17,14:34,12/29/17-14:34,73,30,0,,
12/29/17,14:24,12/29/17-14:24,75,29,0,,
12/29/17,14:14,12/29/17-14:14,75.99,26,0,,
12/29/17,14:04,12/29/17-14:04,77,24,0,,
12/29/17,13:54,12/29/17-13:54,77,24,0,,
12/29/17,13:44,12/29/17-13:44,77,24,0,,
12/29/17,13:34,12/29/17-13:34,77,24,0,,
12/29/17,13:24,12/29/17-13:24,77,24,0,,
12/29/17,13:14,12/29/17-13:14,77,26,0,,
12/29/17,13:04,12/29/17-13:04,77,29,0,,
12/29/17,12:54,12/29/17-12:54,78.01,28,0,,
12/29/17,12:44,12/29/17-12:44,78.01,28,0,,
12/29/17,12:34,12/29/17-12:34,79,28,0,,
12/29/17,12:24,12/29/17-12:24,79,26,0,,
12/29/17,12:14,12/29/17-12:14,79,24,0,,
12/29/17,12:04,12/29/17-12:04,79,23,0,,
12/29/17,11:54,12/29/17-11:54,79,19,0,,
12/29/17,11:44,12/29/17-11:44,78.01,17,0,,
12/29/17,11:34,12/29/17-11:34,78.01,20,0,,
12/29/17,11:24,12/29/17-11:24,78.01,18,0,,
12/29/17,11:14,12/29/17-11:14,79,15,0,,
12/29/17,11:04,12/29/17-11:04,78.01,17,0,,
12/29/17,10:54,12/29/17-10:54,77,17,0,,
12/29/17,10:44,12/29/17-10:44,75,19,0,,
12/29/17,10:34,12/29/17-10:34,73.99,19,0,,
12/29/17,10:24,12/29/17-10:24,73,20,0,,
12/29/17,10:14,12/29/17-10:14,72,21,0,,
12/29/17,10:04,12/29/17-10:04,71.01,21,0,,
12/29/17,09:54,12/29/17-09:54,70,21,0,,
12/29/17,09:44,12/29/17-09:44,70,21,0,,
12/29/17,09:34,12/29/17-09:34,69.01,21,0,,
12/29/17,09:24,12/29/17-09:24,68,22,0,,
12/29/17,08:44,12/29/17-08:44,,,,,
12/29/17,08:34,12/29/17-08:34,,,,,
12/29/17,08:24,12/29/17-08:24,,,,,
12/29/17,08:14,12/29/17-08:14,,,,,
12/29/17,08:04,12/29/17-08:04,,,,,
12/29/17,07:54,12/29/17-07:54,,,,,
12/29/17,07:44,12/29/17-07:44,,,,,
12/29/17,07:34,12/29/17-07:34,,,,,
12/29/17,07:24,12/29/17-07:24,,,,,
12/29/17,07:14,12/29/17-07:14,,,,,
12/29/17,07:04,12/29/17-07:04,,,,,
12/29/17,06:54,12/29/17-06:54,,,,,
12/29/17,06:44,12/29/17-06:44,,,,,
12/29/17,06:34,12/29/17-06:34,,,,,
12/29/17,06:24,12/29/17-06:24,,,,,
12/29/17,06:14,12/29/17-06:14,,,,,
12/29/17,06:04,12/29/17-06:04,,,,,
12/29/17,05:54,12/29/17-05:54,,,,,
12/29/17,05:44,12/29/17-05:44,,,,,
12/29/17,05:34,12/29/17-05:34,,,,,
12/29/17,05:24,12/29/17-05:24,,,,,
12/29/17,05:14,12/29/17-05:14,,,,,
12/29/17,05:04,12/29/17-05:04,,,,,
12/29/17,04:54,12/29/17-04:54,,,,,
12/29/17,04:44,12/29/17-04:44,,,,,
12/29/17,04:34,12/29/17-04:34,,,,,
12/29/17,04:24,12/29/17-04:24,,,,,
12/29/17,04:14,12/29/17-04:14,,,,,
12/29/17,04:04,12/29/17-04:04,,,,,
12/29/17,03:54,12/29/17-03:54,,,,,
12/29/17,03:44,12/29/17-03:44,,,,,
12/29/17,03:34,12/29/17-03:34,,,,,
12/29/17,03:24,12/29/17-03:24,,,,,
12/29/17,03:14,12/29/17-03:14,,,,,
12/29/17,03:04,12/29/17-03:04,,,,,
12/29/17,02:54,12/29/17-02:54,,,,,
12/29/17,02:44,12/29/17-02:44,,,,,
12/29/17,02:34,12/29/17-02:34,,,,,
12/29/17,02:24,12/29/17-02:24,,,,,
12/29/17,02:14,12/29/17-02:14,,,,,
12/29/17,02:04,12/29/17-02:04,,,,,
12/29/17,01:54,12/29/17-01:54,,,,,
12/29/17,01:44,12/29/17-01:44,,,,,
12/29/17,01:34,12/29/17-01:34,,,,,
12/29/17,01:24,12/29/17-01:24,,,,,
12/29/17,01:14,12/29/17-01:14,,,,,
12/29/17,01:04,12/29/17-01:04,,,,,
12/29/17,00:54,12/29/17-00:54,,,,,
12/29/17,00:44,12/29/17-00:44,,,,,
12/29/17,00:34,12/29/17-00:34,,,,,
12/29/17,00:24,12/29/17-00:24,,,,,
12/29/17,00:14,12/29/17-00:14,,,,,
12/29/17,00:04,12/29/17-00:04,,,,,
12/28/17,23:54,12/28/17-23:54,,,,,
12/28/17,23:44,12/28/17-23:44,,,,,
12/28/17,23:34,12/28/17-23:34,,,,,
12/28/17,23:24,12/28/17-23:24,,,,,
12/28/17,23:14,12/28/17-23:14,,,,,
12/28/17,23:04,12/28/17-23:04,,,,,
12/28/17,22:54,12/28/17-22:54,,,,,
12/28/17,22:44,12/28/17-22:44,,,,,
12/28/17,22:34,12/28/17-22:34,,,,,
12/28/17,22:24,12/28/17-22:24,,,,,
12/28/17,22:14,12/28/17-22:14,,,,,
12/28/17,22:04,12/28/17-22:04,,,,,
12/28/17,21:54,12/28/17-21:54,,,,,
12/28/17,21:44,12/28/17-21:44,,,,,
12/28/17,21:34,12/28/17-21:34,,,,,
12/28/17,21:24,12/28/17-21:24,,,,,
12/28/17,21:14,12/28/17-21:14,,,,,
12/28/17,21:04,12/28/17-21:04,,,,,
12/28/17,20:54,12/28/17-20:54,,,,,
12/28/17,20:44,12/28/17-20:44,,,,,
12/28/17,20:34,12/28/17-20:34,,,,,
12/28/17,20:24,12/28/17-20:24,,,,,
12/28/17,20:14,12/28/17-20:14,,,,,
12/28/17,20:04,12/28/17-20:04,,,,,
12/28/17,19:54,12/28/17-19:54,,,,,
12/28/17,19:44,12/28/17-19:44,,,,,
12/28/17,19:34,12/28/17-19:34,,,,,
12/28/17,19:24,12/28/17-19:24,,,,,
12/28/17,19:14,12/28/17-19:14,,,,,
12/28/17,19:04,12/28/17-19:04,,,,,
12/28/17,18:54,12/28/17-18:54,,,,,
12/28/17,18:44,12/28/17-18:44,,,,,
12/28/17,18:34,12/28/17-18:34,,,,,
12/28/17,18:24,12/28/17-18:24,,,,,
12/28/17,18:14,12/28/17-18:14,,,,,
12/28/17,18:04,12/28/17-18:04,,,,,
12/28/17,17:54,12/28/17-17:54,,,,,
12/28/17,17:44,12/28/17-17:44,,,,,
12/28/17,17:34,12/28/17-17:34,,,,,
12/28/17,17:24,12/28/17-17:24,,,,,
12/28/17,17:14,12/28/17-17:14,,,,,
12/28/17,17:04,12/28/17-17:04,,,,,
12/28/17,16:54,12/28/17-16:54,,,,,
12/28/17,16:44,12/28/17-16:44,,,,,
12/28/17,16:34,12/28/17-16:34,,,,,
12/28/17,16:24,12/28/17-16:24,,,,,
12/28/17,16:14,12/28/17-16:14,,,,,
12/28/17,16:04,12/28/17-16:04,,,,,
12/28/17,15:54,12/28/17-15:54,,,,,
12/28/17,15:44,12/28/17-15:44,,,,,
12/28/17,15:34,12/28/17-15:34,,,,,
12/28/17,15:24,12/28/17-15:24,71.01,44,,,
12/28/17,15:14,12/28/17-15:14,71.01,44,0,,
12/28/17,15:04,12/28/17-15:04,71.01,44,0,,
12/28/17,14:54,12/28/17-14:54,71.01,46,0,,
12/28/17,14:44,12/28/17-14:44,72,45,0,,
12/28/17,14:34,12/28/17-14:34,72,44,0,,
12/28/17,14:24,12/28/17-14:24,71.01,45,0,,
12/28/17,14:14,12/28/17-14:14,71.01,44,0,,
12/28/17,14:04,12/28/17-14:04,72,44,0,,
12/28/17,13:54,12/28/17-13:54,72,43,0,,
12/28/17,13:44,12/28/17-13:44,72,43,0,,
12/28/17,13:34,12/28/17-13:34,73,42,0,,
12/28/17,13:24,12/28/17-13:24,73,41,0,,
12/28/17,13:14,12/28/17-13:14,73,33,0,,
12/28/17,13:04,12/28/17-13:04,73,31,0,,
12/28/17,12:54,12/28/17-12:54,73,36,0,,
12/28/17,12:44,12/28/17-12:44,72,35,0,,
12/28/17,12:34,12/28/17-12:34,71.01,34,0,,
12/28/17,12:24,12/28/17-12:24,72,38,0,,
12/28/17,12:14,12/28/17-12:14,72,40,0,,
12/28/17,12:04,12/28/17-12:04,72,41,0,,
12/28/17,11:54,12/28/17-11:54,73,40,0,,
12/28/17,11:44,12/28/17-11:44,73,40,0,,
12/28/17,11:34,12/28/17-11:34,73,37,0,,
12/28/17,11:24,12/28/17-11:24,73,32,0,,
12/28/17,11:14,12/28/17-11:14,73,28,0,,
12/28/17,11:04,12/28/17-11:04,72,26,0,,
12/28/17,10:54,12/28/17-10:54,72,27,0,,
12/28/17,10:44,12/28/17-10:44,71.01,26,0,,
12/28/17,10:34,12/28/17-10:34,70,27,0,,
12/28/17,10:24,12/28/17-10:24,68,28,0,,
12/28/17,10:14,12/28/17-10:14,66.99,29,0,,
12/28/17,10:04,12/28/17-10:04,66,28,0,,
12/28/17,09:54,12/28/17-09:54,64.99,35,0,,
12/28/17,09:44,12/28/17-09:44,64,36,0,,
12/28/17,09:34,12/28/17-09:34,62.01,41,0,,
12/28/17,09:24,12/28/17-09:24,62.01,43,0,,
12/28/17,09:14,12/28/17-09:14,63,40,0,,
12/28/17,09:04,12/28/17-09:04,62.01,35,0,,
12/28/17,08:54,12/28/17-08:54,60.01,38,0,,
12/28/17,08:44,12/28/17-08:44,57,43,0,,
12/28/17,08:34,12/28/17-08:34,55,48,0,,
12/28/17,08:24,12/28/17-08:24,52,48,0,,
12/28/17,08:14,12/28/17-08:14,50,52,0,,
12/28/17,08:04,12/28/17-08:04,48,55,0,,
12/28/17,07:54,12/28/17-07:54,46,57,0,,
12/28/17,07:44,12/28/17-07:44,45,62,0,,
12/28/17,07:34,12/28/17-07:34,45,64,0,,
12/28/17,07:24,12/28/17-07:24,45,64,0,,
12/28/17,07:14,12/28/17-07:14,45,63,0,,
12/28/17,07:04,12/28/17-07:04,45,62,0,,
12/28/17,06:54,12/28/17-06:54,45,62,0,,
12/28/17,06:44,12/28/17-06:44,45,61,0,,
12/28/17,06:34,12/28/17-06:34,46,60,0,,
12/28/17,06:24,12/28/17-06:24,46,60,0,,
12/28/17,06:14,12/28/17-06:14,46,61,0,,
12/28/17,06:04,12/28/17-06:04,46,59,0,,
12/28/17,05:54,12/28/17-05:54,46,57,0,,
12/28/17,05:44,12/28/17-05:44,46,57,0,,
12/28/17,05:34,12/28/17-05:34,46,57,0,,
12/28/17,05:24,12/28/17-05:24,46,60,0,,
12/28/17,05:14,12/28/17-05:14,46,60,0,,
12/28/17,05:04,12/28/17-05:04,46,60,0,,
12/28/17,04:54,12/28/17-04:54,46.99,63,0,,
